,TEAM_NAME,TEAM_ID,GP,W,L,W_PCT,MIN,E_OFF_RATING,E_DEF_RATING,E_NET_RATING,E_PACE,E_AST_RATIO,E_OREB_PCT,E_DREB_PCT,E_REB_PCT,E_TM_TOV_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,E_OFF_RATING_RANK,E_DEF_RATING_RANK,E_NET_RATING_RANK,E_AST_RATIO_RANK,E_OREB_PCT_RANK,E_DREB_PCT_RANK,E_REB_PCT_RANK,E_TM_TOV_PCT_RANK,E_PACE_RANK,SEASON
24,Indiana Pacers,1610612754,82,48,34,0.585,3941.0,107.3,104.2,3.1,100.4,18.9,0.219,0.762,0.496,0.136,1,11,11,11,30,18,3,9,3,21,23,19,15,23,2018-19
25,Orlando Magic,1610612753,82,42,40,0.512,3956.0,106.5,105.8,0.8,100.3,18.6,0.22,0.797,0.504,0.131,1,14,14,14,18,21,8,13,6,20,3,12,7,26,2018-19
26,Denver Nuggets,1610612743,82,54,28,0.659,3946.0,109.8,106.8,3.0,100.1,19.3,0.266,0.78,0.522,0.133,1,4,4,4,27,9,11,10,2,2,8,4,10,27,2018-19
27,Detroit Pistons,1610612765,82,41,41,0.5,3971.0,106.1,106.9,-0.7,99.7,16.5,0.248,0.787,0.507,0.137,1,16,16,16,7,22,12,18,25,4,5,10,17,28,2018-19
28,Cleveland Cavaliers,1610612739,82,19,63,0.232,3951.0,105.0,115.1,-10.1,98.9,15.6,0.237,0.77,0.492,0.136,1,28,28,28,24,25,30,30,29,11,17,22,13,29,2018-19
29,Memphis Grizzlies,1610612763,82,33,49,0.402,3976.0,103.8,106.2,-2.4,98.8,17.9,0.2,0.776,0.483,0.14,1,22,22,22,4,27,9,24,13,29,11,26,23,30,2018-19
0,Milwaukee Bucks,1610612749,73,56,17,0.767,3519.0,110.5,100.6,9.9,107.2,18.0,0.207,0.816,0.53,0.141,3,1,1,1,6,4,1,1,11,26,1,1,13,1,2019-20
1,Houston Rockets,1610612745,72,44,28,0.611,3476.0,110.3,107.4,2.9,106.3,15.5,0.21,0.756,0.48,0.137,11,8,7,8,16,7,13,7,29,25,25,26,10,2,2019-20
2,New Orleans Pelicans,1610612740,72,30,42,0.417,3486.0,108.0,109.4,-1.4,106.3,18.4,0.242,0.778,0.509,0.153,11,21,21,21,13,17,18,20,7,5,11,11,29,2,2019-20
3,Minnesota Timberwolves,1610612750,64,19,45,0.297,3112.0,105.3,110.0,-4.7,105.9,16.7,0.221,0.772,0.486,0.142,30,28,24,28,30,24,21,25,26,19,18,23,17,4,2019-20
4,Atlanta Hawks,1610612737,67,20,47,0.299,3256.0,104.3,112.3,-8.0,105.6,16.9,0.216,0.749,0.479,0.151,23,26,28,27,23,26,28,28,22,21,29,28,28,5,2019-20
5,Memphis Grizzlies,1610612763,73,34,39,0.466,3514.0,106.9,107.5,-0.6,105.3,18.7,0.23,0.778,0.509,0.145,3,16,15,16,9,20,14,16,5,12,13,10,20,6,2019-20
6,Washington Wizards,1610612764,72,25,47,0.347,3471.0,108.2,112.7,-4.5,105.2,17.6,0.222,0.753,0.477,0.134,11,22,28,23,19,16,29,24,16,18,28,30,6,7,2019-20
7,Brooklyn Nets,1610612751,72,35,37,0.486,3496.0,106.0,107.1,-1.1,104.0,17.3,0.232,0.778,0.511,0.145,11,14,14,14,11,23,9,19,19,10,12,8,21,8,2019-20
8,LA Clippers,1610612746,72,49,23,0.681,3476.0,111.1,105.3,5.7,103.9,16.9,0.235,0.776,0.513,0.139,11,4,4,4,16,3,6,5,20,9,15,5,11,9,2019-20
9,Phoenix Suns,1610612756,73,34,39,0.466,3519.0,109.7,108.4,1.4,103.7,19.2,0.222,0.788,0.501,0.142,3,16,15,16,6,11,16,14,1,17,8,15,16,10,2019-20
10,Toronto Raptors,1610612761,72,53,19,0.736,3476.0,109.0,102.0,7.0,103.3,18.1,0.213,0.767,0.496,0.143,11,2,2,2,16,14,2,2,9,24,22,18,18,11,2019-20
11,Los Angeles Lakers,1610612747,71,52,19,0.732,3418.0,109.6,103.8,5.8,103.3,18.0,0.245,0.788,0.52,0.147,21,3,2,3,22,12,3,4,10,4,7,3,23,11,2019-20
12,Portland Trail Blazers,1610612757,74,35,39,0.473,3567.0,111.1,111.8,-0.7,103.2,15.2,0.224,0.753,0.491,0.124,2,14,15,15,2,2,27,17,30,15,27,20,3,13,2019-20
13,Golden State Warriors,1610612744,65,15,50,0.231,3145.0,102.9,110.9,-8.0,102.7,18.2,0.215,0.764,0.48,0.144,26,30,30,30,27,30,26,28,8,23,23,27,19,14,2019-20
14,San Antonio Spurs,1610612759,71,32,39,0.451,3443.0,110.4,110.9,-0.5,102.6,17.9,0.201,0.792,0.496,0.122,21,19,15,19,21,6,25,15,12,28,4,17,1,15,2019-20
15,Boston Celtics,1610612738,72,48,24,0.667,3486.0,110.4,104.5,6.0,101.9,16.7,0.239,0.774,0.51,0.134,11,5,5,5,13,5,4,3,25,8,17,9,7,16,2019-20
16,Chicago Bulls,1610612741,65,22,43,0.338,3135.0,104.1,107.7,-3.6,101.9,16.9,0.228,0.756,0.479,0.151,26,24,23,24,29,27,15,22,21,13,26,29,26,16,2019-20
17,Dallas Mavericks,1610612742,75,43,32,0.573,3635.0,113.7,109.5,4.2,101.7,17.7,0.232,0.777,0.508,0.123,1,12,13,13,1,1,19,6,14,11,14,13,2,18,2019-20
18,Indiana Pacers,1610612754,73,45,28,0.616,3524.0,107.9,105.1,2.9,101.3,18.9,0.2,0.767,0.486,0.131,3,7,7,7,5,18,5,7,3,29,21,24,5,19,2019-20
19,Philadelphia 76ers,1610612755,73,43,30,0.589,3519.0,109.1,106.3,2.8,101.3,18.5,0.239,0.803,0.521,0.14,3,12,12,12,6,13,7,9,6,6,2,2,12,19,2019-20
20,Sacramento Kings,1610612758,72,31,41,0.431,3491.0,107.8,109.6,-1.8,101.2,17.4,0.219,0.784,0.495,0.142,11,20,20,20,12,19,20,21,18,20,9,19,15,21,2019-20
21,Oklahoma City Thunder,1610612760,72,44,28,0.611,3486.0,108.4,106.3,2.1,101.1,16.3,0.193,0.768,0.489,0.134,11,8,7,8,13,15,8,12,27,30,20,22,8,22,2019-20
22,Orlando Magic,1610612753,73,33,40,0.452,3514.0,106.1,107.1,-1.0,100.9,17.5,0.223,0.791,0.498,0.127,3,18,19,18,9,22,10,18,17,16,5,16,4,23,2019-20
23,New York Knicks,1610612752,66,21,45,0.318,3193.0,103.8,110.6,-6.8,100.9,16.0,0.258,0.783,0.513,0.141,24,25,24,25,24,29,23,26,28,1,10,4,14,23,2019-20
24,Cleveland Cavaliers,1610612739,65,19,46,0.292,3145.0,104.4,113.6,-9.2,100.9,16.8,0.246,0.774,0.508,0.161,26,28,26,29,27,25,30,30,23,3,16,14,30,23,2019-20
25,Utah Jazz,1610612762,72,44,28,0.611,3471.0,110.0,107.4,2.6,100.8,16.8,0.216,0.789,0.513,0.149,11,8,7,8,19,9,12,11,24,22,6,6,25,26,2019-20
26,Miami Heat,1610612748,73,44,29,0.603,3549.0,110.0,107.2,2.8,100.5,18.8,0.203,0.795,0.511,0.146,3,8,11,11,3,10,11,9,4,27,3,7,22,27,2019-20
27,Detroit Pistons,1610612765,66,20,46,0.303,3193.0,106.1,110.4,-4.3,99.9,17.7,0.226,0.759,0.489,0.151,24,26,26,26,24,21,22,23,13,14,24,21,27,28,2019-20
28,Denver Nuggets,1610612743,73,46,27,0.63,3549.0,110.1,108.6,1.5,99.5,19.1,0.248,0.768,0.509,0.136,3,6,6,6,3,8,17,13,2,2,19,12,9,29,2019-20
29,Charlotte Hornets,1610612766,65,23,42,0.354,3150.0,103.9,110.6,-6.8,98.1,17.7,0.239,0.744,0.482,0.147,26,23,21,22,26,28,24,26,15,7,30,25,24,30,2019-20
0,Minnesota Timberwolves,1610612750,82,46,36,0.561,3956.0,111.3,109.1,2.1,103.5,18.1,0.244,0.749,0.49,0.138,1,12,12,12,13,9,13,11,12,7,27,20,16,1,2021-22
1,Houston Rockets,1610612745,82,20,62,0.244,3951.0,105.4,114.4,-9.0,103.3,17.1,0.217,0.744,0.479,0.158,1,30,30,30,19,27,30,30,25,22,29,30,30,2,2021-22
2,Memphis Grizzlies,1610612763,82,56,26,0.683,3956.0,111.6,106.2,5.4,103.1,17.9,0.3,0.778,0.533,0.127,1,2,2,2,13,8,4,5,15,1,10,1,6,3,2021-22
3,San Antonio Spurs,1610612759,82,34,48,0.415,3961.0,109.4,110.0,-0.6,102.4,19.5,0.237,0.751,0.492,0.123,1,22,22,22,8,17,16,20,4,11,26,19,2,4,2021-22
4,Charlotte Hornets,1610612766,82,43,39,0.524,3976.0,111.7,111.0,0.7,102.3,19.6,0.233,0.748,0.487,0.128,1,16,16,16,3,7,22,16,2,14,28,23,9,5,2021-22
5,Los Angeles Lakers,1610612747,82,33,49,0.402,3996.0,107.9,110.9,-3.0,102.3,17.3,0.211,0.758,0.486,0.14,1,23,23,23,1,23,21,23,22,25,22,24,20,5,2021-22
6,Milwaukee Bucks,1610612749,82,51,31,0.622,3951.0,112.5,109.4,3.1,102.2,17.3,0.23,0.786,0.514,0.131,1,6,6,6,19,4,14,8,21,15,3,5,10,7,2021-22
7,Sacramento Kings,1610612758,82,30,52,0.366,3961.0,107.2,112.9,-5.7,102.1,17.3,0.213,0.76,0.484,0.137,1,24,24,24,8,25,27,25,23,23,21,27,15,8,2021-22
8,Phoenix Suns,1610612756,82,64,18,0.78,3946.0,112.5,104.7,7.8,102.0,19.5,0.223,0.771,0.505,0.127,1,1,1,1,24,3,3,2,5,19,13,12,5,9,2021-22
9,Brooklyn Nets,1610612751,82,44,38,0.537,3951.0,111.0,109.6,1.3,101.6,18.3,0.239,0.751,0.502,0.138,1,14,14,14,19,13,15,15,9,10,25,14,18,10,2021-22
10,Orlando Magic,1610612753,82,22,60,0.268,3956.0,101.8,110.3,-8.5,101.5,17.4,0.198,0.772,0.484,0.142,1,29,29,29,13,30,19,28,20,30,12,26,24,11,2021-22
11,Detroit Pistons,1610612765,82,23,59,0.28,3956.0,103.3,111.1,-7.9,100.9,17.1,0.234,0.756,0.482,0.14,1,28,28,28,13,28,24,26,24,13,23,29,19,12,2021-22
12,Oklahoma City Thunder,1610612760,82,24,58,0.293,3961.0,102.2,110.2,-8.0,100.8,16.4,0.218,0.761,0.485,0.138,1,27,27,27,8,29,17,27,28,21,20,25,17,13,2021-22
13,Golden State Warriors,1610612744,82,53,29,0.646,3946.0,110.5,103.9,6.5,100.7,19.5,0.228,0.787,0.516,0.148,1,3,3,3,24,15,1,3,3,18,2,4,29,14,2021-22
14,Portland Trail Blazers,1610612757,82,27,55,0.329,3946.0,105.5,114.0,-8.5,100.6,17.0,0.229,0.769,0.489,0.144,1,25,25,25,24,26,29,28,26,17,15,21,26,15,2021-22
15,Indiana Pacers,1610612754,82,25,57,0.305,3976.0,109.2,113.9,-4.6,100.5,18.1,0.255,0.762,0.504,0.141,1,26,26,26,3,19,28,24,11,4,19,13,23,16,2021-22
16,Chicago Bulls,1610612741,82,46,36,0.561,3946.0,111.0,111.1,-0.1,100.4,17.8,0.204,0.783,0.495,0.128,1,12,12,12,24,12,23,19,17,28,4,17,7,17,2021-22
17,LA Clippers,1610612746,82,42,40,0.512,3956.0,107.7,107.5,0.2,100.2,17.7,0.206,0.744,0.483,0.136,1,18,18,18,13,24,8,18,19,27,30,28,13,18,2021-22
18,Atlanta Hawks,1610612737,82,43,39,0.524,3941.0,114.0,112.1,1.9,100.0,18.1,0.23,0.769,0.501,0.119,1,16,16,16,30,1,26,12,14,16,16,15,1,19,2021-22
19,Denver Nuggets,1610612743,82,48,34,0.585,3961.0,111.7,110.3,1.4,99.9,20.0,0.219,0.783,0.51,0.144,1,10,10,10,8,6,18,14,1,20,6,9,25,20,2021-22
20,New Orleans Pelicans,1610612740,82,36,46,0.439,3951.0,109.0,110.5,-1.5,99.7,18.1,0.269,0.782,0.52,0.14,1,20,20,20,19,20,20,21,13,3,7,3,21,21,2021-22
21,Utah Jazz,1610612762,82,49,33,0.598,3946.0,114.0,107.7,6.2,99.5,16.7,0.254,0.783,0.527,0.14,1,9,9,9,24,2,10,4,27,5,5,2,22,22,2021-22
22,Washington Wizards,1610612764,82,35,47,0.427,3966.0,108.9,111.7,-2.8,99.3,18.5,0.209,0.769,0.494,0.132,1,21,21,21,7,21,25,22,8,26,14,18,11,23,2021-22
23,Boston Celtics,1610612738,82,51,31,0.622,3981.0,112.1,104.0,8.1,99.0,18.2,0.24,0.773,0.513,0.137,1,6,6,6,2,5,2,1,10,8,11,7,14,24,2021-22
24,Toronto Raptors,1610612761,82,48,34,0.585,3971.0,109.6,107.9,1.7,98.6,16.1,0.284,0.756,0.507,0.125,1,10,10,10,5,16,11,13,30,2,24,11,3,25,2021-22
25,Philadelphia 76ers,1610612755,82,51,31,0.622,3961.0,111.0,108.3,2.7,98.4,17.9,0.201,0.768,0.489,0.126,1,6,6,6,8,11,12,9,16,29,17,22,4,26,2021-22
26,New York Knicks,1610612752,82,37,45,0.451,3956.0,108.0,107.6,0.4,98.4,16.4,0.251,0.788,0.514,0.134,1,19,19,19,13,22,9,17,29,6,1,6,12,26,2021-22
27,Cleveland Cavaliers,1610612739,82,44,38,0.537,3946.0,109.4,107.0,2.4,98.4,18.7,0.24,0.765,0.508,0.146,1,14,14,14,24,18,7,10,7,9,18,10,27,26,2021-22
28,Miami Heat,1610612748,82,53,29,0.646,3971.0,111.2,106.3,4.9,98.2,18.8,0.235,0.78,0.512,0.147,1,3,3,3,5,10,5,6,6,12,9,8,28,29,2021-22
29,Dallas Mavericks,1610612742,82,52,30,0.634,3951.0,110.5,106.8,3.7,97.5,17.8,0.213,0.78,0.496,0.128,1,5,5,5,19,14,6,7,18,24,8,16,8,30,2021-22
0,Golden State Warriors,1610612744,82,44,38,0.537,3966.0,113.5,111.4,2.1,104.2,20.4,0.244,0.76,0.507,0.155,1,11,11,11,12,9,12,10,2,14,16,10,29,1,2022-23
1,San Antonio Spurs,1610612759,82,22,60,0.268,3971.0,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,1,28,28,28,8,29,30,30,8,7,24,21,24,2,2022-23
2,Indiana Pacers,1610612754,82,35,47,0.427,3951.0,111.0,115.4,-4.4,103.8,18.9,0.234,0.722,0.478,0.142,1,23,23,23,25,24,26,26,7,18,30,28,20,3,2022-23
3,Memphis Grizzlies,1610612763,82,51,31,0.622,3956.0,112.3,108.3,4.0,103.7,18.2,0.265,0.759,0.512,0.131,1,5,5,5,22,14,2,4,15,6,18,6,6,4,2022-23
4,Oklahoma City Thunder,1610612760,82,40,42,0.488,3971.0,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,1,19,19,19,8,15,13,14,26,13,29,27,4,5,2022-23
5,Los Angeles Lakers,1610612747,82,43,39,0.524,3976.0,111.8,111.5,0.3,103.6,17.9,0.228,0.763,0.505,0.134,1,14,14,14,5,19,16,16,18,20,13,12,11,5,2022-23
6,Minnesota Timberwolves,1610612750,82,42,40,0.512,3966.0,111.3,111.1,0.2,103.4,18.6,0.215,0.743,0.484,0.147,1,15,15,15,12,23,11,20,10,27,26,26,25,7,2022-23
7,Charlotte Hornets,1610612766,82,27,55,0.329,3966.0,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,1,27,27,27,12,30,20,27,20,16,22,23,14,8,2022-23
8,Atlanta Hawks,1610612737,82,41,41,0.5,3971.0,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,1,17,17,17,8,7,22,16,22,8,19,15,3,9,2022-23
9,Utah Jazz,1610612762,82,37,45,0.451,3961.0,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,1,22,22,22,18,12,23,22,14,4,23,4,28,9,2022-23
10,Milwaukee Bucks,1610612749,82,58,24,0.707,3966.0,112.8,109.4,3.3,102.8,18.1,0.25,0.778,0.524,0.141,1,1,1,1,12,11,4,5,16,9,3,3,19,11,2022-23
11,Sacramento Kings,1610612758,82,48,34,0.585,3966.0,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,1,7,7,7,12,1,25,8,3,22,7,16,7,12,2022-23
12,Houston Rockets,1610612745,82,22,60,0.268,3951.0,107.7,116.9,-9.2,101.8,16.0,0.302,0.758,0.527,0.158,1,28,28,28,25,28,29,29,30,1,20,1,30,13,2022-23
13,Orlando Magic,1610612753,82,34,48,0.415,3956.0,109.0,111.5,-2.4,101.7,17.0,0.238,0.777,0.507,0.148,1,25,25,25,22,26,15,24,27,15,4,11,27,14,2022-23
14,Detroit Pistons,1610612765,82,17,65,0.207,3961.0,107.8,116.1,-8.2,101.6,16.7,0.249,0.74,0.487,0.147,1,30,30,30,18,27,28,28,28,10,27,24,26,15,2022-23
15,New Orleans Pelicans,1610612740,82,42,40,0.512,3971.0,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,1,15,15,15,8,20,6,13,12,12,6,7,21,16,2022-23
16,Portland Trail Blazers,1610612757,82,33,49,0.402,3946.0,112.0,116.0,-4.0,101.0,17.8,0.224,0.749,0.484,0.143,1,26,26,26,29,18,27,25,19,24,25,25,22,17,2022-23
17,Phoenix Suns,1610612756,82,45,37,0.549,3956.0,112.1,110.1,2.1,100.8,19.3,0.266,0.76,0.508,0.134,1,9,9,9,22,17,7,10,4,5,17,8,10,18,2022-23
18,Washington Wizards,1610612764,82,35,47,0.427,3951.0,111.5,113.3,-1.8,100.8,18.5,0.226,0.761,0.504,0.139,1,23,23,23,25,22,21,23,13,23,15,14,17,18,2022-23
19,Brooklyn Nets,1610612751,82,45,37,0.549,3946.0,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,1,9,9,9,29,10,10,10,6,29,28,29,15,20,2022-23
20,Boston Celtics,1610612738,82,57,25,0.695,3996.0,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,1,2,2,2,1,2,3,1,5,25,1,9,8,21,2022-23
21,Chicago Bulls,1610612741,82,40,42,0.488,3981.0,111.7,109.4,2.3,100.6,18.1,0.201,0.778,0.494,0.132,1,19,19,19,4,21,5,9,17,28,2,20,9,21,2022-23
22,Denver Nuggets,1610612743,82,53,29,0.646,3951.0,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,1,4,4,4,25,4,17,5,1,11,12,5,23,23,2022-23
23,LA Clippers,1610612746,82,44,38,0.537,3966.0,112.4,112.0,0.3,100.2,17.5,0.229,0.766,0.501,0.141,1,11,11,11,12,13,19,16,23,19,11,17,18,24,2022-23
24,New York Knicks,1610612752,82,47,35,0.573,3991.0,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,1,8,8,8,2,5,18,7,29,2,9,2,5,25,2022-23
25,Toronto Raptors,1610612761,82,41,41,0.5,3961.0,112.2,111.4,0.8,99.6,17.2,0.278,0.767,0.504,0.116,1,17,17,17,18,16,14,14,25,3,10,13,1,26,2022-23
26,Philadelphia 76ers,1610612755,82,54,28,0.659,3976.0,115.5,110.2,5.2,99.2,18.6,0.216,0.772,0.499,0.137,1,3,3,3,5,3,8,3,9,26,8,19,16,27,2022-23
27,Dallas Mavericks,1610612742,82,38,44,0.463,3986.0,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,1,21,21,21,3,6,24,16,24,30,21,30,2,28,2022-23
28,Miami Heat,1610612748,82,44,38,0.537,3961.0,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,1,11,11,11,18,25,9,21,21,21,5,22,13,29,2022-23
29,Cleveland Cavaliers,1610612739,82,51,31,0.622,3976.0,113.7,107.7,6.0,98.0,18.6,0.236,0.763,0.499,0.135,1,5,5,5,5,8,1,2,11,17,14,18,12,30,2022-23
0,Washington Wizards,1610612764,54,9,45,0.167,2592.0,109.2,117.2,-8.0,105.4,19.6,0.201,0.713,0.452,0.132,19,29,29,29,27,25,27,26,8,29,30,30,17,1,2023-24
1,Indiana Pacers,1610612754,56,31,25,0.554,2688.0,117.9,116.8,1.1,104.8,21.0,0.238,0.736,0.486,0.128,1,13,14,14,5,3,26,14,1,19,27,23,11,2,2023-24
2,Atlanta Hawks,1610612737,55,24,31,0.436,2660.0,115.6,118.4,-2.8,104.0,18.0,0.28,0.74,0.501,0.128,6,21,22,22,8,8,30,22,24,3,24,15,10,3,2023-24
3,San Antonio Spurs,1610612759,55,11,44,0.2,2650.0,106.9,115.8,-8.9,103.9,20.2,0.225,0.752,0.484,0.142,6,28,28,28,13,28,24,28,4,23,21,24,23,4,2023-24
4,Milwaukee Bucks,1610612749,56,35,21,0.625,2703.0,117.3,113.8,3.5,103.7,18.9,0.218,0.765,0.499,0.124,1,7,7,7,3,5,17,8,17,26,11,17,6,5,2023-24
5,Los Angeles Lakers,1610612747,56,30,26,0.536,2708.0,112.5,112.5,0.0,103.3,20.1,0.197,0.759,0.49,0.133,1,15,17,17,2,18,16,18,5,30,14,22,19,6,2023-24
6,Detroit Pistons,1610612765,54,8,46,0.148,2607.0,109.1,117.7,-8.6,103.0,18.6,0.255,0.773,0.507,0.149,19,30,30,30,23,26,28,27,20,8,4,12,29,7,2023-24
7,Dallas Mavericks,1610612742,55,32,23,0.582,2640.0,115.6,113.8,1.7,102.8,18.4,0.225,0.738,0.481,0.121,6,11,12,12,16,9,18,12,21,24,25,26,2,8,2023-24
8,Utah Jazz,1610612762,56,26,30,0.464,2713.0,113.4,116.7,-3.3,102.8,19.4,0.293,0.756,0.527,0.152,1,19,20,20,1,17,25,23,11,2,18,2,30,8,2023-24
9,Sacramento Kings,1610612758,54,31,23,0.574,2617.0,114.2,114.5,-0.3,102.4,20.0,0.234,0.785,0.503,0.13,19,13,12,13,20,15,20,19,6,21,1,14,13,10,2023-24
10,Golden State Warriors,1610612744,53,27,26,0.509,2574.0,115.5,114.2,1.3,102.3,19.8,0.278,0.76,0.521,0.139,28,18,17,18,28,10,19,13,7,4,13,4,22,11,2023-24
11,Oklahoma City Thunder,1610612760,54,37,17,0.685,2612.0,117.7,110.0,7.7,102.2,19.5,0.208,0.722,0.476,0.122,19,3,3,3,22,4,5,2,9,28,29,28,3,12,2023-24
12,Philadelphia 76ers,1610612755,54,32,22,0.593,2602.0,115.9,112.2,3.7,101.4,17.9,0.254,0.738,0.495,0.117,19,11,8,11,25,6,13,7,26,12,26,21,1,13,2023-24
13,Houston Rockets,1610612745,54,24,30,0.444,2617.0,110.8,110.2,0.6,101.3,17.8,0.246,0.769,0.508,0.126,19,21,20,21,20,23,6,17,27,18,8,11,8,14,2023-24
14,Toronto Raptors,1610612761,55,19,36,0.345,2660.0,111.9,115.1,-3.3,101.3,20.3,0.254,0.752,0.497,0.132,6,25,24,25,8,21,23,23,3,11,19,19,18,14,2023-24
15,Phoenix Suns,1610612756,55,33,22,0.6,2655.0,115.5,112.1,3.4,101.3,19.2,0.246,0.746,0.512,0.146,6,8,8,8,11,11,12,9,13,16,23,9,27,14,2023-24
16,Memphis Grizzlies,1610612763,56,20,36,0.357,2698.0,105.1,111.5,-6.4,101.2,18.3,0.218,0.752,0.476,0.144,1,24,24,24,4,30,9,25,22,27,20,29,24,17,2023-24
17,New Orleans Pelicans,1610612740,55,33,22,0.6,2645.0,115.6,110.6,5.0,100.9,19.3,0.254,0.768,0.512,0.131,6,8,8,8,14,7,7,6,12,10,9,8,15,18,2023-24
18,Boston Celtics,1610612738,55,43,12,0.782,2665.0,118.7,109.0,9.6,100.6,18.8,0.246,0.766,0.519,0.123,6,1,1,1,7,1,3,1,19,17,10,5,4,19,2023-24
19,Portland Trail Blazers,1610612757,54,15,39,0.278,2622.0,105.7,115.0,-9.3,100.6,16.4,0.261,0.731,0.482,0.146,19,26,26,26,19,29,22,29,30,6,28,25,26,19,2023-24
20,LA Clippers,1610612746,53,36,17,0.679,2549.0,117.9,111.5,6.4,100.5,18.9,0.248,0.746,0.506,0.129,28,4,3,4,30,2,10,5,18,14,22,13,12,21,2023-24
21,Charlotte Hornets,1610612766,54,13,41,0.241,2602.0,107.9,118.2,-10.3,100.5,18.2,0.225,0.758,0.479,0.137,19,27,27,27,25,27,29,30,23,22,16,27,21,21,2023-24
22,Cleveland Cavaliers,1610612739,53,36,17,0.679,2554.0,114.4,107.9,6.5,100.4,19.5,0.252,0.77,0.516,0.134,28,4,3,4,29,14,2,4,10,13,6,6,20,23,2023-24
23,Brooklyn Nets,1610612751,54,21,33,0.389,2607.0,112.4,114.6,-2.3,100.3,19.1,0.254,0.758,0.498,0.124,19,23,23,23,23,19,21,21,15,9,15,18,7,24,2023-24
24,Orlando Magic,1610612753,55,30,25,0.545,2660.0,110.7,109.7,0.9,100.3,18.0,0.26,0.771,0.513,0.145,6,15,14,15,8,24,4,15,25,7,5,7,25,24,2023-24
25,Minnesota Timberwolves,1610612750,55,39,16,0.709,2655.0,113.5,105.9,7.6,100.0,19.2,0.234,0.774,0.522,0.147,6,2,2,2,11,16,1,3,14,20,3,3,28,26,2023-24
26,Miami Heat,1610612748,55,30,25,0.545,2645.0,111.5,110.8,0.7,99.2,19.0,0.223,0.78,0.497,0.131,6,15,14,15,14,22,8,16,16,25,2,20,14,27,2023-24
27,New York Knicks,1610612752,55,33,22,0.6,2640.0,114.7,111.7,3.0,99.1,17.3,0.295,0.77,0.532,0.132,6,8,8,8,16,12,11,10,29,1,7,1,16,28,2023-24
28,Denver Nuggets,1610612743,55,36,19,0.655,2640.0,114.6,112.4,2.2,99.0,20.4,0.261,0.757,0.512,0.127,6,4,6,6,16,13,14,11,2,5,17,10,9,29,2023-24
29,Chicago Bulls,1610612741,55,26,29,0.473,2680.0,112.0,112.5,-0.4,98.6,17.8,0.247,0.763,0.499,0.124,6,19,19,19,6,20,15,20,28,15,12,16,5,30,2023-24
